Ticker,12-1 Month Momentum %,14-Day RSI,3-1 Month Momentum %,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-GF-Value,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
BNL,,26.06,,,1,64.9,,13.4,,7.9,,22.23,5.37,7.61,22.96,0.93,,0.04,0.01,16.13,0.7,,680.15,1.45,5.33,0.67,,1.26,5.4,23.22,13.77,20.98,21.67,12.98,11.69,12.14,4.31,0.57,57.87,8.14,7.24,20.73,11.71,,3.19,16.23,94.36,2.87,,,33.56,,49.64,1.01,21.08,23.39,3.49,7.42,,,,11.27,12.82,0.99,1.16,,,,11.54,11.94,,0.72,1.27,0.7,2.7,,4.36,4.66,,4.09,,8.32,,,,9,3007585330.0,Real Estate Investment Trusts,Finance
BNTX,7.41,48.22,,0.5,137.8,,,151.4,,16.31,93.7,42.97,,30.62,45.86,6.59,,6.62,68.57,114.13,7.33,267.1,383.36,162.94,,0.01,,,,,,8.62,,,3.64,2.63,,0.85,30.72,3.77,,,,,,26.2,84.34,,,,,,,1.28,,,,8.21,,,,,26.27,4.36,,,1.84,1.62,16.64,16.48,,0.44,1.37,7.21,,,,,,,,,,,,4,27108526312.0,Biotechnology,Health Technology
BOOT,77.64,54.95,,,32.1,,29.4,33.7,,11.2,21.6,58.63,,5.89,56.64,5.38,,0.1,0.07,148.33,2.25,203.12,45.5,1.89,1.97,0.51,,,,24.18,18.98,1071.26,19.02,14.93,2.33,2.84,4.14,0.55,0.27,0.1,,22.52,20.87,17.44,13.49,93.76,36.87,136.91,,,8.73,,11.58,4.44,29.71,29.71,1,2.6,,0.95,78.48,,904.45,1.58,2.81,2.07,,,36.65,,1.19,3.36,5.94,0.26,8.92,18.48,14.89,16.3,,10.93,,,50.29,,,10,2653971645.0,Apparel/Footwear Retail,Retail Trade
BORR,,45.65,,,,,,,14.6,73.61,,52.1,7.28,,48.88,0.36,,0.45,0.09,3.74,1.41,,156.11,32.31,4.55,2.02,,0.85,7.26,9.28,6.62,,6.59,4.81,2.47,3.01,10.78,0.3,,,7.26,4.99,,91.12,16.07,8.36,86.96,1.85,,,8.69,,36.47,1.01,12.07,11.27,,1.1,,,,,,0.44,0.71,,,,204.85,,,,1.01,1.41,2.63,12.04,11.23,8.6,,8.48,,,,,,1,1937812684.869802,Contract Drilling,Industrial Services
BOWL,,36.41,5.35,3.8,,,63.1,41.2,,11.74,47.2,27.39,2.19,,31.86,0.6,,0.2,0.02,10.57,0.46,6.07,22.97,1.79,10.37,,,,2.15,49.16,17.29,,,11.25,3.2,3.39,2.03,,,,2.15,23.13,,,6.92,16.31,29.96,0.86,,,,,13.65,,,,,1.32,,,,,,0.65,,,,,9.39,,,,,0.39,,4.27,2.8,,,3.89,,,,,,1,1732531523.0,Movies/Entertainment,Consumer Services
BOX,32.66,41.24,4.99,3.3,,,41.3,27.8,20.4,,12.2,36.11,,33.59,38.02,2.22,,1.19,0.93,32.02,1.64,,79.26,65.11,6.79,54.6,,,,62.17,46.41,17.35,23.13,20.3,4.44,4.8,1.61,0.01,27.65,6.46,,17.17,,13.33,6.18,32.22,78.38,13.54,,,13.96,,7.72,,39.96,18.81,,4.35,,,,,15.94,0.99,,0.94,,,14.79,41.49,,2.08,,1.64,12.64,74.26,14.23,429.55,,14.82,,3.51,,,,2,3601136397.9999995,Information Technology Services,Technology Services
BP,,43.74,,6.1,8.2,,,,,,33.9,42.39,3.76,,42.93,1.24,,0.45,0.51,28.79,1.22,54.02,125.5,53.3,2.25,1.06,,0.54,6.37,9.8,4.27,9.22,5.31,2.95,0.52,0.64,10.2,0.24,6.95,17.72,6.68,7.97,17.97,,,38.34,18.06,4.01,,,1.4,,9.06,1.23,30.57,8.84,,0.42,,,,,6.03,0.75,0.87,0.84,,,2.81,7.57,,0.46,1.93,0.94,0.98,12.26,6.59,3.93,,3.52,,9.04,99.75,,,7,110847634122.2264,Integrated Oil,Energy Minerals
BPMC,5.99,42.96,4.3,,,,,,,173.48,,36.81,,,39.46,1.89,,2.85,1.56,90.46,3.32,539.72,147.24,49.51,,1.51,,,,,,,377.58,255.77,7.28,12.58,,0.26,,,,,,,54.07,136.75,97.01,,,,,,,18.29,,,,13.09,,,,,,0.66,,,,,,,,,18.31,3.27,,,,,,,,,,,,1,3070849537.0,Biotechnology,Health Technology
BR,15.31,47.29,9.36,,6,11.6,11,10.9,20,,8.8,46.73,2.49,14.07,44.49,4.59,,0.3,0.08,227.34,1.39,,14.68,55.43,2.54,1.72,,0.43,1.5,29.5,20,34.72,24.73,19.31,4.29,4.61,3.39,0.28,13.26,3.28,1.57,26.65,14.37,10.12,5.57,195.51,29.64,6.7,,,10.57,,15.44,11.89,38.84,29.35,2.67,4.11,,1.43,2.07,,31.02,1.16,,1.32,,,26.93,29.67,2.42,2.86,,1.39,8.47,210.11,14.44,31.74,,10.87,,3.96,48.25,,,10,21868155284.0,Information Technology Services,Technology Services
BRBR,41.24,52.47,29.45,,72.6,,,37.8,,72.26,,41.16,,37.08,46.95,10.21,,0.35,0.09,76.66,2.91,62.3,29.06,36.8,1.97,,,,,27.28,25,53.47,19.46,16.91,3.69,5.3,3.67,,9.91,2.01,,35.18,,14.97,12.13,46.21,35.43,6.65,,,12.35,,19.42,,40.72,41.61,,5.03,,,,,50.93,1.66,,,,,50.45,56.92,,9.73,,1.51,32.32,147.13,66.48,,,49.7,,2.39,,,,7,5347238804.0,Beverages: Non-Alcoholic,Consumer Non-Durables
BRC,22.28,52.03,,3,6.6,2.2,15.5,17.9,2,219.31,8.2,52.95,1.4,9.51,51.99,6.72,,0.48,0.92,75.37,1.84,87.58,45.31,50.78,0.56,0.14,,0.23,1.26,14.16,12.53,25.33,,,,2.56,7.06,0.68,10.12,3.93,1.28,16.24,18.02,,,60.1,50.91,65.29,,,14.19,,17.5,3.22,18.34,17.88,1.44,2.61,,,,,25.7,1.25,3,1.35,,96.63,16.72,20.75,1.26,1.37,11.14,1.25,13.37,74.44,20.74,18.81,,16.28,,2.18,27.77,,,10,2696282512.0,Miscellaneous Manufacturing,Producer Manufacturing
BRDG,3.04,26.66,2.61,,,,,23.4,3.6,2.17,12.1,18.61,4.95,36.48,21.14,1.07,,0.71,0.17,8.66,4.65,,43.68,,9.36,5.2,,,4.96,39.72,23.76,8.5,,,1.72,2.91,2.52,0.07,34.2,39.02,4.73,9.91,,,11.33,2.4,32.96,1.57,,,1.92,,11.07,3.97,,,,1.04,,,,,2.18,3.61,,,,,2.17,58.76,,,,4.65,0.62,,2.61,9.34,,7.58,,5.32,,,,4,1533763635.0000002,Investment Managers,Finance
BRFS,53.36,44,,,,,,,,,,35.49,2.84,12.14,40.48,2.19,,0.55,0.46,4.27,1.45,80.9,107.29,29.46,2.56,1.42,,,2.81,7.89,6.16,7.6,9.29,5.34,0.62,0.97,12.67,0.27,12.59,17.42,2.81,15.3,,,7.1,1.63,24.99,2.03,,,5.61,,10.18,2.61,11.77,12.72,1.27,0.76,,,,,5.89,2.62,1.56,1.16,,,4.55,12.1,,1.32,4.27,0.93,5.52,48.73,18.35,21.35,,13.45,,10.25,,,,5,3082906478.745,Food: Meat/Fish/Dairy,Consumer Non-Durables
BRKR,,51.69,,1.5,14.5,7.7,30.3,31.6,2.8,14.11,16.1,60.67,0.45,,54.05,2.7,,0.11,0.06,58.25,1.66,235.62,45.49,56.27,3.86,1.26,,0.09,0.35,25.69,18.42,70.61,19.55,16.77,3.08,3.38,3.89,0.3,4.79,1.78,0.35,21.08,18.5,7.52,8.83,85.3,48.95,8.56,,,9.41,,9.69,4.77,27.59,24.42,1.4,2.62,,0.91,3.39,,54.14,0.68,,0.83,,,31.65,32.28,1.51,2.25,,0.73,6.2,33.91,11.52,19.93,,5.59,,,38.19,,,10,9755451719.0,Medical Specialties,Health Technology
BRO,58.98,41.84,8.41,,13.9,10.9,23,19.1,12.9,5.02,16.5,52.37,0.82,20.04,42.66,2.7,,0.15,0.26,103.85,1.15,,55.38,109.88,2.09,0.58,,0.16,0.53,20.3,17.84,31.45,18.65,18.14,6.39,7.09,4.93,0.37,22.54,3.49,0.58,25.35,22.83,15.91,9.8,87.77,47.76,6.27,,,23.14,,28.49,4.55,28.01,31.53,1.62,6.39,,1.51,1.64,,28.34,1.18,,1.44,,,25.98,24.93,1.57,1.78,,1.15,6.82,335.29,15.64,18.12,,6.99,,0.74,50.36,,,10,20598818539.0,Insurance Brokers/Services,Finance
BROS,64.9,57.75,50.77,,40.6,,50.4,35,,1.23,30.5,50.58,,31.15,53.46,2.92,,1.56,0.3,54.81,1.9,18.86,13.62,3.22,4.94,1.78,,,,69.84,37.42,,46.23,25.74,4.41,5.9,1.43,0.22,,,,98.76,,32.32,23.99,26.16,26.1,3.51,,,2.54,,7.75,11.51,182.62,110.33,,4.13,,,,,,2.1,7.98,,,,22.06,,,,12.09,1.68,1.47,8.37,5.27,7.05,,3.76,,,,,,2,4166443062.000001,Food: Specialty/Candy,Consumer Non-Durables
BRX,27.32,37.06,6.96,,1.6,28.2,8.8,25.6,9.4,56.34,5.2,36.88,3.88,30.78,33.71,1.16,,0.89,0.09,27.72,1.38,,,74.7,5.89,1.85,,1.2,3.96,24.51,14.5,21.8,21.59,12.81,8.33,10.32,4.08,0.33,47.51,7.27,4.18,28.2,10.91,4.76,4.11,23.49,75.34,2.28,,,25.81,,37.15,2.89,25.49,30.35,151.75,6.6,,,,13,13.87,1.18,1.99,1.26,,,13.87,,,1.12,2.89,1.38,3.84,,6.76,11.48,,5.84,,0.56,25.87,,,10,6883575795.0,Real Estate Investment Trusts,Finance
BRZE,,63.18,18.6,,,,,10.8,17.1,,42.5,52.63,,10.92,60.23,6.88,,1.6,5.35,43.6,1.99,,10.05,52.65,,0.2,,,,,,4712.49,118.62,87.64,5.99,7.42,,0.54,0.16,0.02,,150.34,,,19.41,59.24,68.64,,,,,,,9.76,,2171.5,,7.78,,,,,4343,0.74,31.82,,41.13,19.55,187.2,,,,10.47,1.99,,,,,,,,,,,,,4601126072.0,Internet Software/Services,Technology Services
BSM,,38.95,4.22,,4.2,40.8,26.4,54.6,18.5,,15.8,50.24,15.18,,39.94,41.88,,1.08,,14.22,5.61,,17.16,55.31,,,,1.24,11.34,7.88,7.02,8.5,,,6.28,6.27,12.69,0.96,74.31,11.79,10.63,9.99,24.87,,,12.88,76.55,114.54,,,79.03,,64.45,2.54,8.71,10.28,2.57,6.48,,,,,8.68,1.1,1.09,,,45.87,7.03,7.25,0.78,0.74,2.54,5.61,30.23,32.64,31.12,31.6,,25.9,,11.4,13.01,,,8,3641039398.999999,Investment Trusts/Mutual Funds,Miscellaneous
BSX,61,58.74,7.77,,6.7,,33.4,28.8,13.4,31,11.6,68.67,,17.32,60.86,5.44,,0.42,0.22,91.07,1.48,189.37,68.08,52.92,3.02,0.54,,,,56.22,37.6,74.05,30.31,25.72,7.67,8.81,1.78,0.54,11.89,1.43,,32.56,21.06,15.61,13.16,62.47,68.96,9.75,,,11.25,,17.77,6.39,74.26,38.08,5.15,8.37,,2.56,3.56,,70.48,1.46,,1.68,,,45.36,77.47,1.8,3.95,,1.02,4.94,49.03,8.03,9.02,,7.42,,,100.17,,,7,77457413037.0,Medical Distributors,Distribution Services
BSY,,47.2,,,33.4,88.2,8.2,40,13.4,11.57,11.3,48.22,0.51,,47.16,4.16,,0.09,0.05,48.01,0.52,,34.7,74.44,4.3,1.41,,0.22,0.5,58.67,46.99,37.24,41.16,35.67,10.57,12.13,1.7,0.3,32.43,2.94,0.5,40.04,,11.59,10.52,53.37,80.39,9.72,,,27.73,,21.2,14.04,43.25,45.29,5.38,12.18,,,,,37.52,0.9,,,,,36.3,54.62,5.78,,,0.52,11.06,361.26,10.77,40.26,,11.71,,2.58,,,,6,14612630250.0,Packaged Software,Technology Services
BTDR,12.92,61.81,57.87,,31.3,,,,,,25.8,55.82,,25.43,59.37,4.16,,1.51,1.7,23.56,2.05,45.61,37.01,16.47,,0.33,,,,,,,,,4.81,8.36,,0.5,,,,2356,,,46.54,0.0,22.33,,,,,,,6.6,,,,6.3,,,,,,,,,,,,,,,8.66,1.69,,,,,,,,,,,,1,1446751869.0,Data Processing Services,Technology Services
BTE,,37.67,,,65.3,,,,39.2,11.5,40.2,53.37,2.75,,41,0.23,,0.03,0.01,2.41,0.69,,70.41,36.15,1.89,0.57,,0.3,2.75,,4.01,8.41,,,1.72,1.14,,0.52,13.54,22.29,2.66,8.2,28.53,,,3.24,27.35,3.45,,,,,17.35,0.65,,10.9,,0.63,,,,,4.65,0.74,0.57,0.68,,,1.4,7.87,,0.36,0.65,0.69,,,,,,7.78,,,,,,3,3733325968.3887954,Integrated Oil,Energy Minerals
BTG,,34.44,,,7.8,15.1,,,,,,32.63,6.34,10.19,33.02,1.37,,0.86,1.8,2.49,1.83,110.74,54.18,5.93,,0.08,,1.72,6.43,,,22.1,,4.89,1.11,1.79,,0.63,8.17,4.46,6.43,5.79,9.82,34.19,15.61,3.11,38.55,20.86,,,,,31.52,1.14,,27.83,9.6,1.81,,,,,22.3,0.8,1.19,0.66,,,3.61,,,0.67,1.14,1.08,,,,,,21.85,,4.04,36.25,,,8,4211490508.3333335,Precious Metals,Non-Energy Minerals
BTI,28.23,38.18,,0.9,,3.1,,4.2,4.9,99.11,2.9,13.69,9.65,15.51,27.49,0.74,,0.37,0.17,36.26,0.88,424.3,745.15,53.33,4.16,0.74,,0.65,8.29,,10.09,9.84,7.87,7.38,3.58,3.72,,0.45,37.73,15.58,8.29,7.73,12.34,,,37.22,82.58,,,,,,,1.18,,7.92,,2.45,,,,,6.49,0.97,,0.76,,,6.11,11.25,,0.52,,0.58,,,,,,,,13.13,7.1,,,9,74762668880.541,Tobacco,Consumer Non-Durables
BTU,9.38,23.77,11.51,,42.6,,,,,139.86,2.8,10.67,1.5,23.3,16.35,2.41,,0.99,1.79,20.05,2.32,43.2,30.17,25.04,0.39,0.12,,0.09,1.48,2.87,2.01,6.45,,,0.82,0.51,34.84,0.62,7.91,13.95,1.48,7.56,,,,22.59,23.27,10.98,,,12.24,,12.47,0.68,5.37,6.43,,0.67,,,,,8.48,0.89,0.43,,,,3.8,5.39,,0.41,0.68,1.75,9.13,24.53,15.45,14.97,,10.16,,9.93,,,,4,3188528104.0,Coal,Energy Minerals
BUD,,25.14,,,10.1,18.3,22.3,38.8,10.3,52.35,11.9,26.73,0.37,,25.33,1.24,,0.25,0.1,50.39,0.69,81.74,287.31,32.74,5.5,1,,0.27,1.73,13.09,13.09,21.88,9.69,7.55,2.7,3.18,7.64,0.37,14.52,8.32,1.73,13.76,6.8,10.63,3.59,62.99,54.92,4.02,,,10.97,,25.46,1.3,16.19,16.32,,1.77,,,,,12.53,0.8,,0.59,,,8.15,13.76,1.99,0.73,,0.51,3,54.34,7.88,8.16,,5.55,,4.77,15.69,,,10,112434307341.68082,Beverages: Alcoholic,Consumer Non-Durables
BURL,49.18,56.19,4.76,1.2,30.6,,,,,41.68,19.7,58.24,,17.99,55.46,3.29,,0.37,0.16,289.04,1.17,76.39,60.72,3.27,4.97,4.57,,,,31.6,21.31,117.84,25.91,17.83,1.89,2.15,3.16,0.14,1.81,1.06,,30.31,,23.39,9.61,226.11,43.29,9.64,,,4.49,,6.51,15.71,38.89,22.75,,1.78,,,,,98.61,1.28,4.68,1.2,,,20.3,43.76,,4.9,20.91,0.54,6.01,13.82,12.44,46.15,,7.58,,0.27,61.31,,,9,9583537205.0,Apparel/Footwear Retail,Retail Trade
BVN,,46.84,,,4.6,,,57.2,,27.17,6.8,39.89,0.57,,45.16,2.79,,1.03,1.54,12.42,1.82,37.61,119.16,75.77,0.42,0.09,,0.06,0.59,5.85,4.87,101.38,,,,3.14,17.09,0.68,3.1,0.99,0.59,10.25,7.55,,12.98,10.08,30.34,3.94,,,32.4,,13.66,1.03,9.68,10.88,,3.13,,,,,100.99,1.23,0.71,1.22,,,8.17,8.65,,1.59,1.03,1.64,7.78,35.98,14.13,11.55,,2.51,,3.56,,,,3,2220336538.8582,Precious Metals,Non-Energy Minerals
BWA,,39.71,,1.3,,,,,,,8.4,37.7,1.21,1.55,37.47,2.56,,0.54,0.42,32.18,1.84,42.12,73.97,79.78,2.81,0.77,,0.1,1.38,9.58,5.88,11.4,6.67,4.75,0.66,0.7,10.44,0.41,6.13,12.42,1.38,6.99,5.64,13.85,2.83,40.68,18.52,11.6,,,6.33,,8.68,1.14,8.12,7.6,,0.52,,,,,8.52,0.79,0.96,0.67,,,4.64,9.55,,0.67,2.68,1.48,6.24,20.05,9.7,15.11,,10.98,,9.39,9.6,,,10,9649336742.0,Trucks/Construction/Farm Machinery,Producer Manufacturing
BWXT,72.47,31.05,24.53,1.3,16.3,6.6,0.9,,,0.2,7,23.1,1.25,41.34,24.79,5.9,,0.08,0.03,112.87,2.25,6.47,27.64,23.97,2.56,1.16,,0.29,0.86,29.01,23.97,56.74,20.1,16.03,4.01,4.31,3.45,0.36,7.51,1.95,0.86,32.95,3.78,12.64,6.16,77.12,24.95,8.57,,,10.32,,13.43,9.75,37.37,34.1,6.69,3.84,,1.86,4.47,,51.23,1.46,5.16,1.39,,,29.17,84.13,,5.97,17.53,2.16,9.82,32.31,16.4,28.78,,11.03,,2.17,43.92,,,10,6843504044.000001,Trucks/Construction/Farm Machinery,Producer Manufacturing
BXP,13.81,40.26,,,0.2,,,,3.6,4.18,5.4,42.83,5.75,29.7,39.65,0.69,,1.15,0.08,76.13,2.52,,118.69,11.27,8.57,2.95,,1.67,5.18,27.04,15.09,24.14,27.41,14.47,8.12,8.85,3.7,0.22,36.65,10.35,5.18,45.01,8.93,,2.58,73.4,61.55,1.63,,,10.75,,30.3,2.07,32.73,32.17,35.74,3.52,,2.81,0.8,9.62,9.62,1.04,1.73,0.51,,,9.62,,,0.75,2.07,2.52,1.42,,4.47,6.24,,4.29,,,17.9,,,10,10396982032.0,Real Estate Investment Trusts,Finance
BYD,16.4,45.35,12.91,4.7,21.5,,57.2,464.9,74.5,,24.3,38.21,0.99,32.5,40.16,2.19,,0.47,0.08,71.68,0.82,4.11,23.21,10.89,3.52,2.35,,0.11,0.96,11.96,9.03,18.64,8.81,6.91,2.53,2.56,8.36,0.26,13.74,8.4,0.96,10.89,26.96,4.25,2.19,76.59,52.22,5.38,,,13.01,,24.33,3.87,13.57,11.34,0.51,1.77,,,,,12.89,0.94,,1.24,,,7.46,14.92,0.46,0.94,,0.79,7.97,24.56,14.49,29.04,,12.16,,11.2,23.61,,,8,6469779059.0,Casinos/Gaming,Consumer Services
BZ,,47.56,,,,,,,96.1,26.71,41.7,44.34,,,46.98,7.36,,3.66,40.72,13.79,3.8,0.84,102.15,1.21,0.36,0.03,,,,27.76,27.76,7.91,23.19,15.69,3.55,3.96,3.6,0.78,49.39,8.22,,14.29,,18.22,15.13,21.4,83.12,,,,20.63,,14.27,2.94,30.33,21.81,,6.28,,,,,12.82,0.64,1.71,,4.14,3.94,12.82,32.55,,,2.99,3.8,8.01,49.71,7.14,10.45,,11.56,,,,,,2,6395129110.582629,Internet Software/Services,Technology Services
CAAP,12.75,46.14,5.28,,13.9,,,,,,31.8,33.95,,8.13,41.66,1.69,,0.95,0.44,18.99,1.32,5.21,41.23,34.23,2.08,0.98,,,,8.1,6.57,9.02,,,,2.72,12.35,0.3,30.11,14.22,,9.71,,20.57,16.46,14.05,32.58,16.02,,,21.53,,27.44,2.43,8.75,13.03,,2.12,,,,,7,1.35,,,,,6.83,7.42,,1.93,,1.3,7.81,561.35,14.72,32.29,,7.4,,5.34,99.47,,,7,2237334415.0,Other Transportation,Transportation
CABO,,41.38,19.6,2.3,9.1,6.9,8,,2,5.32,7.4,43.77,5.04,15.82,38.54,1.15,,0.63,0.07,368.8,0.93,,33,13.03,3.91,1.86,,0.36,3.21,9.71,5.98,17.12,,10.77,5.65,3.33,10.3,0.28,19.42,15.09,3.21,9.06,23.04,7.73,,652.4,73.62,2.98,,,13.92,,29.85,1.1,9.18,11.09,0.84,1.39,,0.71,0.23,,7.11,0.57,,,,,3.43,9.07,1.19,0.45,,0.93,3.28,30.75,8.38,11.89,,6.04,,12.87,9.33,,,10,3492224297.0000005,Cable/Satellite TV,Consumer Services
CACC,,47.31,5.69,9.9,1.3,,,20.1,19.2,172.39,15.9,42.25,,,44.05,2.15,,0.44,0.03,468.79,23.4,,159.5,,22.24,3.8,,,,46.04,41.52,10.23,,,4.89,5.66,2.17,0.19,55.29,20.4,,12.81,8.11,,10.33,633.55,63.28,,,,9.2,,12.29,3.39,30.98,23.9,,2.8,,,,,5.08,0.74,1.93,0.6,,3.79,5.07,26.65,,0.36,3.39,23.4,2.37,139.23,3.31,11.41,,2.49,,,14.18,,,10,6464569137.0,Finance/Rental/Leasing,Finance
CACI,46.06,28.59,,1.8,11.7,,9.7,4.8,,1.98,12,30.56,,8.04,27.46,3.95,,0.44,0.2,404.88,1.75,6.69,15.97,39.68,2.64,0.6,,,,15.58,12.94,26.92,14.05,11.1,1.25,1.37,6.42,0.51,5.09,4.42,,16.92,16.51,12.65,7.56,404.04,8.8,6.69,,,5.77,,8.8,2.47,20.07,18.38,1.45,1.16,,0.73,1.28,,22.72,1,,1.12,,,19.71,32.67,1.56,0.94,,1.62,6.64,113.77,11.96,13.41,,9.02,,,27.86,,,10,7202515113.999999,Information Technology Services,Technology Services
CAE,6.46,71.55,26.31,,7.4,,,93.5,,11.69,7.1,78.83,,18.47,73.27,1.72,,0.07,0.06,24.81,0.84,69.06,99.35,46.73,18.6,0.74,,,,,80.48,108.22,,,2.88,3.17,,0.43,2.99,1.19,,25.09,,23.89,7.16,23.08,26.05,2.59,,,,,10.36,2.48,,42.2,,2.48,,,,,86.31,1.07,4.35,1.12,,,18.8,,,2.45,9.86,0.59,,,,,,4.18,,0.88,45.04,,,8,7740247374.525821,Miscellaneous Commercial Services,Commercial Services
CAG,,48.72,,0.1,,10.5,,0.1,19.8,67.53,3.1,55.33,9.01,,51.25,1.74,,0.01,,27.64,0.7,91.73,63.05,27.86,6.05,0.96,,0.56,5.09,21.43,15.27,14,10.79,9.02,1.82,1.79,4.67,0.42,12.79,11.61,5.09,11.03,4.59,,,32.49,27.24,1.67,,,4.13,,6.03,1.49,26.99,11.1,,1.11,,,,,8.66,0.85,,0.74,,,6.9,29.7,,0.77,,0.22,2.3,26.3,5.64,5.59,,3.78,,10.32,21.1,,,8,13829465179.999998,Food: Specialty/Candy,Consumer Non-Durables
CAKE,30.31,48.2,16.63,,,44.2,,,,163.68,15.8,40.98,2.3,15.25,44.32,2.4,,0.08,0.03,48.07,0.44,11.43,10.96,7.55,7.91,4.76,,0.34,2.28,30.79,18.02,63.22,20.64,13.63,1.13,1.22,3.25,0.14,1.92,2.81,2.28,12.87,,14.34,5.15,38.17,41.79,24.43,,,3.63,,5.84,6.1,18.05,14.83,,0.65,,,,,34,1.26,3.37,0.75,,,9.56,22.76,,2.01,16.77,0.33,4.5,6.58,6.33,36.82,,6.92,,2.18,28.46,,,9,1562878185.0000002,Restaurants,Consumer Services
CALM,69.21,55.37,28.12,,21,281.1,106.6,,,133.22,19.7,45.97,2.94,57.65,51.26,9.51,,2.32,,102.75,4.13,53.22,19.73,25.16,,,,0.22,2.89,7.76,6.75,11.03,,,,1.62,12.89,0.8,14.66,7.89,2.89,11.99,21.88,,,67.24,28.02,911.74,,,16.09,,18.87,2.59,11.52,11.9,0.21,1.85,,,,,12.65,1.53,1.22,1.38,18.92,5.88,9.02,12.6,,1.22,2.68,3.23,20.19,50.05,29,24.63,,31.39,,2.97,23.11,,,9,2257156531.0,Agricultural Commodities/Milling,Process Industries
CALX,,53.2,,,34.8,,,,,,19.8,51.2,,,54.24,9.65,,2.21,31.37,35.29,4.5,103.13,18.71,38.9,,0.01,,,,,,39.96,,,2.39,2.32,,0.83,5.74,2.18,,51.52,,45.26,,44.71,50.95,,,,,,,3.01,,54.13,,2.64,,,,,45.79,0.79,2.91,2.34,18.19,5.49,34.43,6996,,2.42,3.53,3.73,,,,,,,,2.16,320.82,,,4,3080564745.0000005,Telecommunications Equipment,Electronic Technology
CAMT,9.34,61.45,,,26.4,,45,52.9,36.4,12.46,18.7,74.33,1.6,,67.09,9.07,,3.52,2.02,83.94,5.28,156.06,68.69,73.6,1.53,0.39,,0.53,1.6,27.72,27.72,50.38,,20.38,6.56,8.94,3.61,0.61,17.74,1.88,1.6,26.4,20.46,20.93,19.08,57.77,47.83,31.94,,,26.53,,23.46,7.36,38.41,33.48,0.98,10.27,,,,,57.33,1.45,3.66,3.45,53.13,13.97,51.36,39.83,1.35,6.54,8.9,4.36,13.35,109.43,18.86,22.51,,23.65,,1.56,91.95,,,9,2512320605.0,Electronic Components,Electronic Technology
CAR,,29.53,17.79,20.6,,,77.6,,,15.62,60.6,10.96,,,19.94,0.62,,0.18,0.02,81.39,0.7,,50.01,29.63,15.55,,,,,40.56,16.85,,,,,2.44,2.47,,,,,7.53,,,,224.95,68.4,2.23,,,3.34,,6.38,,7.44,6.94,0.18,0.25,,0.6,,,,0.36,,0.58,,,0.83,,0.28,,,0.7,1.2,2.92,2.38,,,2.49,,,5.83,,,9,7690842705.0,Finance/Rental/Leasing,Finance
CARG,47.07,45.29,18.61,1.6,20.1,,,,,,18.2,23.82,,41.07,36.03,9.58,,2.23,1.31,36.54,2.95,0.75,90.82,17.63,1.83,0.39,,,,50.84,35.56,44.94,19.94,13.41,3.79,4.14,1.97,0.62,9.18,2.19,,19.09,19.56,113.68,5.62,21.78,79.64,,,,,,8.14,7.68,,28.22,0.93,4.41,,,,,46.49,1.68,3.37,,,117.87,21.18,,1.74,1.93,8.76,2.95,,28.4,9.5,,,13.34,,6.01,,,,8,2002108116.0,Internet Software/Services,Technology Services
